DATAFLOW,LAST UPDATE,freq,border,unit,reason,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2015,3450,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2016,3950,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2017,3745,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2018,4795,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2019,7455,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2020,2790,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2021,3725,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2022,9240,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Ireland,2023,7405,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2014,15,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2015,20,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2016,25,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2017,55,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2018,160,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2019,25,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2020,15,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Iceland,2021,55,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2014,7005,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2015,7425,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2016,9715,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2017,11260,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2018,8245,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2019,9720,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2020,4060,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2021,5760,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2022,5795,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Italy,2023,6295,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2014,10,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2015,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2016,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2017,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2018,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2019,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2020,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2021,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2022,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Liechtenstein,2023,0,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2014,3450,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2015,3480,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2016,4575,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2017,5180,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2018,5200,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2019,6085,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2020,4555,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2021,3585,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2022,5240,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Lithuania,2023,4255,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2014,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2015,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2016,10,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2017,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2018,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2019,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2020,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2021,5,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2022,10,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Luxembourg,2023,10,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2014,2050,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2015,875,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2016,800,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2017,1065,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2018,1685,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2019,1800,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2020,640,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2021,855,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2022,2260,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Latvia,2023,3625,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Montenegro,2021,815,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Montenegro,2022,805,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Montenegro,2023,520,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2014,275,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2015,400,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2016,380,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2017,460,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2018,405,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2019,385,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2020,110,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2021,265,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2022,350,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Malta,2023,365,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2014,2310,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2015,2295,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2016,2700,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2017,2410,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2018,2555,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2019,2900,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2020,1980,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2021,3745,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2022,3070,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Netherlands,2023,2475,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2014,250,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2015,465,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2016,525,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2017,385,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2018,360,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2019,350,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2020,125,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2021,1975,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2022,495,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Norway,2023,320,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2014,20125,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2015,30245,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2016,34485,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2017,38660,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2018,53695,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2019,65425,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2020,28130,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2021,26160,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2022,23330,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Poland,2023,14850,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2014,955,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2015,1280,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2016,1655,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2017,2140,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2018,3760,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2019,4995,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2020,1510,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2021,1150,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2022,1750,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Portugal,2023,1560,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2014,4045,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2015,4810,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2016,5390,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2017,5305,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2018,7260,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2019,7640,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2020,12570,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2021,11010,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2022,8945,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Romania,2023,7155,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2014,345,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2015,615,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2016,1405,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2017,880,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2018,1090,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2019,1565,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2020,1200,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2021,550,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2022,905,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Sweden,2023,905,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2014,4410,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2015,4410,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2016,4455,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2017,3680,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2018,3535,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2019,3875,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2020,4260,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2021,3905,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2022,4025,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovenia,2023,735,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2014,455,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2015,465,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2016,750,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2017,1085,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2018,1755,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2019,1375,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2020,435,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2021,465,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2022,1110,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,Slovakia,2023,985,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,United Kingdom,2014,15905,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,United Kingdom,2015,14950,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,United Kingdom,2016,14480,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,United Kingdom,2017,14280,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,United Kingdom,2018,16540,,
ESTAT:MIGR_EIRFS$DEFAULTVIEW(1.0),,Annual,Total,Person,Total,Total,United Kingdom,2019,18275,,
