geo,year,EU,Ukraine,national,non_EU,foreigners,foreigners_pop_share,non_EU_pop_share,ukraine_pop_share,ukraine_for_share,non_EU_for_share,iso_a3
Denmark,2018,23336.0,1926.0,19402.0,67882.0,91218.0,1.5778412402982778,1.1741873212954426,0.0333149403496512,2.1114253765704136,74.41732991295578,DNK
Denmark,2019,22066.0,1956.0,19108.0,62980.0,85046.0,1.4647746044190566,1.0847247911284739,0.03368881694898848,2.2999318016132446,74.05404134233238,DNK
Denmark,2020,21528.0,1326.0,19420.0,54321.0,75849.0,1.3026290096299642,0.9329076247822554,0.02277269399424294,1.7482102598584028,71.61729225171064,DNK
Denmark,2021,29592.0,1740.0,16215.0,65012.0,94604.0,1.619919024596557,1.1132106002607856,0.029794290968648357,1.8392456978563274,68.72013868335377,DNK
Denmark,2022,0.0,0.0,18141.0,102862.0,102862.0,1.7513135447490558,1.7513135447490558,0.0,0.0,100.0,DNK
Denmark,2023,0.0,0.0,18783.0,79456.0,79456.0,1.339299409673984,1.339299409673984,0.0,0.0,100.0,DNK
Estonia,2004,273.0,118.0,338.0,1201.0,1474.0,0.10788655077767612,0.08790484903934126,0.008636779505946934,8.005427408412483,81.47896879240163,EST
Estonia,2005,426.0,128.0,455.0,1485.0,1911.0,0.1406336240203113,0.1092835853847003,0.009419729918681237,6.698063840920984,77.70800627943485,EST
Estonia,2006,790.0,77.0,746.0,2145.0,2935.0,0.21729473606278224,0.1588065447545717,0.0057007477604205225,2.6235093696763205,73.08347529812606,EST
Estonia,2007,1030.0,169.0,1789.0,2826.0,3856.0,0.2871354957853037,0.21043695827003842,0.012584517320465852,4.382780082987551,73.28838174273858,EST
Estonia,2008,945.0,183.0,1742.0,2916.0,3861.0,0.28847015928991965,0.2178655748483309,0.013672633812498131,4.73970473970474,75.52447552447552,EST
Estonia,2009,986.0,221.0,1655.0,3493.0,4479.0,0.33531974785512153,0.2615029871082696,0.016545136029466813,4.934137084170573,77.98615762446974,EST
Estonia,2010,495.0,88.0,1611.0,1897.0,2392.0,0.17940583068949742,0.14227962408778286,0.006600214506971477,3.678929765886288,79.30602006688964,EST
Estonia,2011,62.0,264.0,2034.0,3298.0,3360.0,0.2526961779703082,0.2480333318291894,0.019854699697667073,7.857142857142857,98.1547619047619,EST
Estonia,2012,70.0,188.0,1532.0,2159.0,2229.0,0.16819886856265803,0.16291671477199585,0.014186355894921359,8.434275459847465,96.859578286227,EST
Estonia,2013,138.0,324.0,2472.0,3149.0,3287.0,0.24898233111695883,0.23852916357995235,0.02454221943471088,9.857012473379982,95.80164283541222,EST
Estonia,2014,154.0,395.0,2557.0,2549.0,2703.0,0.20542339029912168,0.19371965293098822,0.030019326366316337,14.61339252682205,94.30262671106179,EST
Estonia,2015,3072.0,1200.0,8043.0,11687.0,14759.0,1.1224683809045761,0.8888331165818674,0.09126377512605809,8.13063215665018,79.18558167897554,EST
Estonia,2016,3400.0,1091.0,7129.0,12022.0,15422.0,1.1719343680278187,0.9135647109603449,0.08290626348841593,7.074309428089743,77.95357281805212,EST
Estonia,2017,4387.0,1037.0,8549.0,13761.0,18148.0,1.3794099427272761,1.045958795562599,0.07882125361517442,5.714128278598193,75.82653735948864,EST
Estonia,2018,3981.0,1513.0,7836.0,15303.0,19284.0,1.4618692732271878,1.160080143548831,0.1146965468986069,7.845882596971583,79.35594275046671,EST
Estonia,2019,3728.0,1785.0,7265.0,17122.0,20850.0,1.573798704729699,1.2924019866849836,0.13473528479340588,8.56115107913669,82.11990407673862,EST
Estonia,2020,0.0,0.0,5900.0,9806.0,9806.0,0.7378613308291496,0.7378613308291496,0.0,0.0,100.0,EST
Estonia,2021,0.0,0.0,7056.0,12316.0,12316.0,0.9259676948847727,0.9259676948847727,0.0,0.0,100.0,EST
Estonia,2022,3457.0,33217.0,6981.0,81167.0,84624.0,6.3541263076327,6.094552018477304,2.494150755821462,39.25245793155606,95.91487048591416,EST
Estonia,2023,2983.0,13082.0,5758.0,37772.0,40755.0,2.9837819317013743,2.7653885688682203,0.9577680095820728,32.099128941234206,92.68065268065267,EST
Finland,1998,2331.0,92.0,5852.0,17552.0,19883.0,,,,0.4627068349846603,88.27641703968214,FIN
Finland,1999,2255.0,75.0,6807.0,16492.0,18747.0,,,,0.4000640102416387,87.97140875873473,FIN
Finland,2000,2674.0,143.0,7785.0,19178.0,21852.0,,,,0.6544023430349625,87.7631338092623,FIN
Finland,2001,3124.0,156.0,7918.0,23036.0,26160.0,,,,0.5963302752293578,88.05810397553518,FIN
Finland,2002,2961.0,139.0,8141.0,16845.0,19806.0,,,,0.7018075330707866,85.04998485307482,FIN
Finland,2003,3056.0,125.0,8406.0,15707.0,18763.0,0.3603906424818417,0.30169247036520214,0.0024009396317342755,0.666204764696477,83.71262591270052,FIN
Finland,2004,3878.0,121.0,8822.0,19022.0,22900.0,0.43871984232140654,0.3644248402025238,0.0023181266777681305,0.5283842794759825,83.06550218340611,FIN
Finland,2005,4297.0,127.0,8611.0,21035.0,25332.0,0.4837479812802593,0.4016910937245482,0.002425232655242102,0.501342175903995,83.0372651192168,FIN
Finland,2006,5094.0,141.0,8583.0,22512.0,27606.0,0.5252702841551266,0.42834473074332424,0.0026828627858390512,0.5107585307541839,81.54748967615735,FIN
Finland,2007,6449.0,196.0,8525.0,28331.0,34780.0,0.659092222692822,0.5368815917513035,0.0037142632446173973,0.5635422656699253,81.45773433007476,FIN
Finland,2008,7035.0,249.0,9208.0,32533.0,39568.0,0.7464978669872412,0.6137741383617044,0.004697684211479555,0.6292964011322281,82.22048119692681,FIN
Finland,2009,6206.0,236.0,8612.0,29560.0,35766.0,0.6714962730323447,0.5549804236100238,0.00443083152814498,0.659844545098697,82.64832522507409,FIN
Finland,2010,6855.0,203.0,7424.0,29077.0,35932.0,0.6714470738365673,0.5433503998092472,0.003793380718825091,0.564956028052989,80.92229767338306,FIN
Finland,2011,8105.0,271.0,9065.0,32339.0,40444.0,0.7524078763583488,0.601624921213348,0.005041601584737231,0.6700623083770152,79.95994461477599,FIN
Finland,2012,9914.0,333.0,7944.0,35916.0,45830.0,0.8485046193791198,0.6649550929439333,0.006165220123352539,0.7265982980580405,78.36788130045822,FIN
Finland,2013,9807.0,368.0,8068.0,37167.0,46974.0,0.8656130808668441,0.6848946518622641,0.006781317617384056,0.7834121003108102,79.12249329416274,FIN
Finland,2014,9072.0,445.0,7860.0,37415.0,46487.0,0.8527737573079301,0.6863538221368598,0.00816323535616471,0.9572568675113472,80.4848667369372,FIN
Finland,2015,7281.0,502.0,7332.0,34514.0,41795.0,0.7638319931473515,0.6307667762049932,0.00917439072999092,1.201100610120828,82.57925589185308,FIN
Finland,2016,6694.0,517.0,7631.0,47248.0,53942.0,0.9830321170235021,0.8610415161678551,0.009421741954342639,0.9584368395684254,87.59037484705794,FIN
Finland,2017,6140.0,545.0,8062.0,40186.0,46326.0,0.8417862964691892,0.7302168136664258,0.009903154418160604,1.1764451927643225,86.74610369986617,FIN
Finland,2018,6568.0,740.0,7960.0,38067.0,44635.0,0.8096126882551291,0.6904789112536798,0.013422502280918463,1.6578917889548561,85.28509017587095,FIN
Finland,2019,6113.0,757.0,8580.0,42277.0,48390.0,0.8769610427409319,0.7661765241570238,0.013718940056930883,1.5643728042984089,87.36722463318868,FIN
Finland,2020,6364.0,949.0,9638.0,40199.0,46563.0,0.8427246921972631,0.7275452591464849,0.01717556284808115,2.0380989197431436,86.33249575843482,FIN
Finland,2021,8074.0,1526.0,8321.0,48059.0,56133.0,1.0143675413952058,0.8684639992858425,0.027576022449701316,2.7185434592842,85.61630413482266,FIN
Finland,2022,7902.0,1541.0,7528.0,76713.0,84615.0,1.5250779481280645,1.3826544304762536,0.02777456855244752,1.8211900963186196,90.66123027831945,FIN
Finland,2023,6544.0,19917.0,7123.0,125572.0,132116.0,2.3744915950301673,2.25687773298562,0.3579638279861322,15.075388295134578,95.04677707469193,FIN
France,2006,0.0,0.0,130649.0,170895.0,170895.0,0.27027674602265217,0.27027674602265217,0.0,0.0,100.0,FRA
France,2007,0.0,0.0,125746.0,168234.0,168234.0,0.2643315707195837,0.2643315707195837,0.0,0.0,100.0,FRA
France,2008,0.0,0.0,125377.0,171231.0,171231.0,0.2675183709430907,0.2675183709430907,0.0,0.0,100.0,FRA
France,2009,0.0,0.0,125268.0,171702.0,171702.0,0.2668242377268419,0.2668242377268419,0.0,0.0,100.0,FRA
France,2010,0.0,0.0,114241.0,192870.0,192870.0,0.2982886056629273,0.2982886056629273,0.0,0.0,100.0,FRA
France,2011,0.0,0.0,119654.0,200162.0,200162.0,0.30804238205919754,0.30804238205919754,0.0,0.0,100.0,FRA
France,2012,0.0,0.0,115752.0,211679.0,211679.0,0.32427816095606016,0.32427816095606016,0.0,0.0,100.0,FRA
France,2013,80299.0,0.0,120644.0,228557.0,308856.0,0.4708145612027984,0.3484082020903852,0.0,0.0,74.00115264071282,FRA
France,2014,74303.0,0.0,126345.0,223379.0,297682.0,0.4499018982262486,0.3376040073766005,0.0,0.0,75.03947165095639,FRA
France,2015,74515.0,0.0,131260.0,242721.0,317236.0,0.4773470006005132,0.3652238123439874,0.0,0.0,76.51117779823224,FRA
France,2016,71191.0,0.0,137127.0,252150.0,323341.0,0.4852172976385339,0.3783854865283287,0.0,0.0,77.98268700845237,FRA
France,2017,64489.0,0.0,127873.0,251750.0,316239.0,0.4733421208643952,0.3768158858572519,0.0,0.0,79.60751203994447,FRA
France,2018,69391.0,0.0,131713.0,264735.0,334126.0,0.49850040784037003,0.3949722723452242,0.0,0.0,79.23208609925597,FRA
France,2019,65291.0,0.0,131352.0,262940.0,328231.0,0.4877822894121219,0.3907536923021389,0.0,0.0,80.10821646949861,FRA
France,2020,52454.0,0.0,127185.0,203952.0,256406.0,0.38000907939604456,0.3022691035349488,0.0,0.0,79.54260040716676,FRA
France,2021,58641.0,0.0,106640.0,229761.0,288402.0,0.4258203126338062,0.3392379416614862,0.0,0.0,79.6669232529594,FRA
France,2022,66729.0,0.0,118647.0,312431.0,379160.0,0.5568372992521571,0.45883857538414036,0.0,0.0,82.40083342124697,FRA
France,2023,60835.0,0.0,122872.0,294741.0,355576.0,0.5207828497971724,0.4316828411705751,0.0,0.0,82.89114000944946,FRA
Germany,1998,257616.0,14121.0,196956.0,942912.0,1200528.0,,,,1.1762324577186039,78.54144176562312,DEU
Germany,1999,275510.0,15285.0,200150.0,1066385.0,1341895.0,,,,1.1390608058007519,79.46858733358422,DEU
Germany,2000,0.0,0.0,191909.0,649249.0,649249.0,,,,0.0,100.0,DEU
Germany,2001,277871.0,20307.0,193958.0,1117868.0,1395739.0,,,,1.454928177832675,80.09147842110882,DEU
Germany,2002,273176.0,20578.0,184202.0,984197.0,1257373.0,,,,1.6365867566744314,78.27406823591726,DEU
Germany,2003,268555.0,17696.0,167216.0,930517.0,1199072.0,1.4527746936271244,1.1273981458910147,0.021440164542600938,1.475807958154306,77.60309639454512,DEU
Germany,2004,303679.0,15000.0,177993.0,897105.0,1200784.0,1.4549372204035467,1.0869827172165216,0.018174841025574293,1.2491838665405268,74.7099395061893,DEU
Germany,2005,319785.0,10881.0,128051.0,837384.0,1157169.0,1.4026146567291689,1.0150004638134087,0.01318895518275212,0.9403120892453912,72.36488360818515,DEU
Germany,2006,321409.0,7514.0,103388.0,782635.0,1104044.0,1.3392416931052242,0.949362002314588,0.009114729197380407,0.6805888171123615,70.88802620185427,DEU
Germany,2007,344689.0,7551.0,106014.0,804038.0,1148727.0,1.395527317980537,0.976782989948382,0.009173308173370203,0.6573363383989408,69.99382795041817,DEU
Germany,2008,336054.0,6869.0,108331.0,815675.0,1151729.0,1.4008261978480412,0.9920900740796672,0.00835463477347379,0.5964076618718466,70.82178186014245,DEU
Germany,2009,0.0,0.0,79165.0,266104.0,266104.0,0.3245077495090507,0.3245077495090507,0.0,0.0,100.0,DEU
Germany,2010,0.0,0.0,85527.0,317193.0,317193.0,0.38775580483066624,0.38775580483066624,0.0,0.0,100.0,DEU
Germany,2011,0.0,0.0,89438.0,398913.0,398913.0,0.4972609468479775,0.4972609468479775,0.0,0.0,100.0,DEU
Germany,2012,0.0,0.0,87245.0,503610.0,503610.0,0.6269428181242134,0.6269428181242134,0.0,0.0,100.0,DEU
Germany,2013,0.0,0.0,83229.0,607473.0,607473.0,0.7544023100962044,0.7544023100962044,0.0,0.0,100.0,DEU
Germany,2014,402781.0,9768.0,89280.0,1139382.0,1542163.0,1.909386456771584,1.4106943039674282,0.012093978982600952,0.6333960806996407,73.88207342544206,DEU
Germany,2015,440125.0,11301.0,88513.0,2432515.0,2872640.0,3.5378413017626382,2.9957989981888247,0.013917909849900989,0.3934011919349448,84.67872758159741,DEU
Germany,2016,415497.0,8571.0,90879.0,1480548.0,1896045.0,2.3073066236966158,1.801686250643195,0.01043009267802383,0.45204623307991104,78.08612137370157,DEU
Germany,2017,381548.0,7712.0,90484.0,1161907.0,1543455.0,1.8703636486777597,1.4080025760026886,0.009345425981711732,0.49965823428606604,75.27961618576505,DEU
Germany,2018,360580.0,8268.0,87602.0,1106776.0,1467356.0,1.7723328088605674,1.3368094837649918,0.009986429785041374,0.5634624453779451,75.42654952172478,DEU
Germany,2019,334208.0,8884.0,87207.0,1093791.0,1427999.0,1.720082554865944,1.3175155008997737,0.010701137337931642,0.6221292872053832,76.59606204206025,DEU
Germany,2020,292353.0,8472.0,79050.0,828693.0,1121046.0,1.3479503836577114,0.9964239177379517,0.010186768116873109,0.7557227803319401,73.92140911256094,DEU
Germany,2021,283809.0,11450.0,77676.0,1105002.0,1388811.0,1.6701466926276536,1.3288456353290279,0.013769461525424721,0.8244462349448558,79.56460598310353,DEU
Germany,2022,289992.0,943800.0,75572.0,3434193.0,3724185.0,4.474187503162652,4.12579487969815,1.1338690654424821,25.34245747727355,92.21327619331477,DEU
Germany,2023,276862.0,250475.0,74360.0,2109706.0,2386568.0,2.87128373501346,2.5381906249728927,0.30134686861111704,10.495196449462156,88.39915728359719,DEU
Greece,2008,0.0,0.0,25070.0,41459.0,41459.0,0.37482357959366375,0.37482357959366375,0.0,0.0,100.0,GRC
Greece,2009,0.0,0.0,22790.0,35823.0,35823.0,0.3228825899108091,0.3228825899108091,0.0,0.0,100.0,GRC
Greece,2010,0.0,0.0,25078.0,35384.0,35384.0,0.3182217855835926,0.3182217855835926,0.0,0.0,100.0,GRC
Greece,2011,0.0,0.0,27043.0,33046.0,33046.0,0.29708563718693004,0.29708563718693004,0.0,0.0,100.0,GRC
Greece,2012,0.0,0.0,26194.0,32006.0,32006.0,0.28869590379425036,0.28869590379425036,0.0,0.0,100.0,GRC
Greece,2013,0.0,0.0,26644.0,31305.0,31305.0,0.2844974128956711,0.2844974128956711,0.0,0.0,100.0,GRC
Greece,2014,0.0,0.0,29503.0,29510.0,29510.0,0.2700697468162474,0.2700697468162474,0.0,0.0,100.0,GRC
Greece,2015,0.0,0.0,30460.0,33986.0,33986.0,0.3130037176213928,0.3130037176213928,0.0,0.0,100.0,GRC
Greece,2016,0.0,0.0,30747.0,86120.0,86120.0,0.7986091663121208,0.7986091663121208,0.0,0.0,100.0,GRC
Greece,2017,0.0,0.0,31743.0,80504.0,80504.0,0.7476091856823146,0.7476091856823146,0.0,0.0,100.0,GRC
Greece,2018,0.0,0.0,32199.0,87290.0,87290.0,0.812667899617965,0.812667899617965,0.0,0.0,100.0,GRC
Greece,2019,0.0,0.0,34074.0,95385.0,95385.0,0.8894038835391421,0.8894038835391421,0.0,0.0,100.0,GRC
Greece,2020,0.0,0.0,20864.0,63357.0,63357.0,0.5910959162910334,0.5910959162910334,0.0,0.0,100.0,GRC
Greece,2021,0.0,0.0,28392.0,28728.0,28728.0,0.2690232231993761,0.2690232231993761,0.0,0.0,100.0,GRC
Greece,2022,0.0,0.0,32592.0,64070.0,64070.0,0.6125366666341612,0.6125366666341612,0.0,0.0,100.0,GRC
Greece,2023,0.0,0.0,47155.0,71661.0,71661.0,0.6881229485512843,0.6881229485512843,0.0,0.0,100.0,GRC
Hungary,1998,8012.0,1766.0,1217.0,24113.0,32125.0,,,,5.49727626459144,75.05992217898833,HUN
Hungary,1999,10623.0,2420.0,1271.0,29615.0,40238.0,,,,6.014215418261345,73.5995824842189,HUN
Hungary,2000,12130.0,2427.0,1542.0,28179.0,40309.0,,,,6.020987868714183,69.90746483415614,HUN
Hungary,2001,13160.0,2539.0,1771.0,27424.0,40584.0,,,,6.2561600630790455,67.57342795190223,HUN
Hungary,2002,12194.0,2077.0,1883.0,23748.0,35942.0,,,,5.778754660286016,66.07311780090144,HUN
Hungary,2003,11463.0,2613.0,1962.0,27259.0,38722.0,0.3817848347357351,0.2687638244424721,0.025763229512020966,6.748101854243066,70.3966737255307,HUN
Hungary,2004,12548.0,3615.0,2134.0,31774.0,44322.0,0.43810546913225623,0.31407344380236246,0.035732847590657146,8.156220387166645,71.68900320382654,HUN
Hungary,2005,18157.0,2069.0,2238.0,33005.0,51162.0,0.5066774125087187,0.32686149876569054,0.020490120919442925,4.044017043899769,64.51076971189555,HUN
Hungary,2006,10310.0,3699.0,2163.0,36705.0,47015.0,0.4665769073855507,0.364260456994292,0.03670887972815383,7.867701797298735,78.07082845900246,HUN
Hungary,2007,9036.0,2916.0,1754.0,35929.0,44965.0,0.44669475682777876,0.35692863155932975,0.028968351182248477,6.485043923051262,79.90437006560657,HUN
Hungary,2008,17660.0,4071.0,2105.0,56784.0,74444.0,0.7410754433795127,0.565273601322635,0.04052600787166187,5.468540110687227,76.2774703132556,HUN
Hungary,2009,14049.0,1887.0,2312.0,41912.0,55961.0,0.557881960626958,0.41782578463210207,0.01881173066426743,3.371991208162828,74.89501617197692,HUN
Hungary,2010,13088.0,1619.0,1635.0,36541.0,49629.0,0.4955801310203265,0.36488733538080054,0.016166842614638792,3.262205565294485,73.62832215035564,HUN
Hungary,2011,12277.0,1280.0,5504.0,34142.0,46419.0,0.4648537181387585,0.3419081764943987,0.012818301971554986,2.757491544410694,73.55177836661711,HUN
Hungary,2012,10209.0,859.0,13362.0,32791.0,43000.0,0.4329472886676047,0.3301575475046378,0.008648877231755173,1.9976744186046513,76.25813953488372,HUN
Hungary,2013,10070.0,558.0,17718.0,51454.0,61524.0,0.621752861221293,0.5199868623834668,0.005639069250397919,0.9069631363370393,83.6324036148495,HUN
Hungary,2014,10153.0,717.0,28577.0,84809.0,94962.0,0.9640599795923278,0.8609861082248239,0.0072790274569585625,0.7550388576483225,89.30835492091573,HUN
Hungary,2015,10135.0,1143.0,32557.0,218700.0,228835.0,2.3312786309663402,2.228027341063817,0.01164442272901666,0.49948652959556017,95.57104463915049,HUN
Hungary,2016,10097.0,1202.0,29815.0,67041.0,77138.0,0.7887601726523603,0.6855151901110592,0.012290825890328204,1.5582462599497007,86.91047214083851,HUN
Hungary,2017,10673.0,6325.0,31617.0,65697.0,76370.0,0.7840977542072743,0.6745170899326345,0.06493935177898402,8.282047924577714,86.0246169962027,HUN
Hungary,2018,10641.0,16699.0,33625.0,88763.0,99404.0,1.023342912631754,0.91379609426112,0.17191263226869802,16.79912277171945,89.29519938835459,HUN
Hungary,2019,10495.0,21185.0,33284.0,100695.0,111190.0,1.1462565173430188,1.0380636749155074,0.21839593776339467,19.052972389603383,90.5612015469017,HUN
Hungary,2020,17103.0,8907.0,31685.0,70521.0,87624.0,0.9043306813565704,0.727817766593019,0.09192542429976915,10.165023281292797,80.48137496576281,HUN
Hungary,2021,12988.0,15423.0,31402.0,85176.0,98164.0,1.017089537014137,0.8825192372429418,0.15979964069688515,15.711462450592887,86.7690803145756,HUN
Hungary,2022,11154.0,14941.0,38634.0,99946.0,111100.0,1.1560389298971125,1.039977199707442,0.1554669455588907,13.448244824482448,89.96039603960396,HUN
Hungary,2023,7308.0,4273.0,34845.0,115516.0,122824.0,1.279450785354276,1.2033237553001415,0.044511603642763804,3.4789617664300136,94.05002279684751,HUN
Iceland,1998,1023.0,9.0,2788.0,2598.0,3621.0,,,,0.24855012427506215,71.74813587406794,ISL
Iceland,1999,962.0,17.0,2867.0,2989.0,3951.0,,,,0.4302708175145533,75.6517337382941,ISL
Iceland,2000,1332.0,33.0,2741.0,3869.0,5201.0,,,,0.6344933666602577,74.38954047298596,ISL
Iceland,2001,576.0,22.0,2487.0,3553.0,4129.0,,,,0.5328166626301768,86.04989101477355,ISL
Iceland,2002,1026.0,17.0,2360.0,2687.0,3713.0,,,,0.4578507945057905,72.3673579315917,ISL
Iceland,2007,8096.0,30.0,3228.0,10609.0,18705.0,6.079526248732416,3.4481525780701525,0.009750643542473804,0.16038492381716118,56.71745522587543,ISL
Iceland,2008,0.0,0.0,2817.0,7471.0,7471.0,2.36829508747571,2.36829508747571,0.0,0.0,100.0,ISL
Iceland,2009,1930.0,14.0,1413.0,3106.0,5036.0,1.5768643070063375,0.9725457779113749,0.00438365772400491,0.2779984114376489,61.67593328038126,ISL
Iceland,2010,1593.0,13.0,1678.0,2981.0,4574.0,1.440040298460473,0.9385133646066178,0.004092812391776595,0.28421512898994317,65.17271534761696,ISL
Iceland,2011,1482.0,22.0,1868.0,2959.0,4441.0,1.394558677602904,0.9291824199565398,0.006908419479230779,0.4953839225399685,66.62913758162577,ISL
Iceland,2012,1736.0,34.0,2310.0,3613.0,5349.0,1.6737854963623562,1.1305640303528124,0.010639130094656966,0.6356328285660872,67.54533557674331,ISL
Iceland,2013,2649.0,21.0,2802.0,4603.0,7252.0,2.253174546460074,1.430138229089316,0.006524636717548477,0.28957528957528955,63.47214561500276,ISL
Iceland,2014,2747.0,16.0,1921.0,4163.0,6910.0,2.121773200561303,1.2782839122918528,0.004912933604772915,0.23154848046309695,60.24602026049204,ISL
