geo,year,EU,Ukraine,national,non_EU,foreigners,foreigners_pop_share,non_EU_pop_share,ukraine_pop_share,ukraine_for_share,non_EU_for_share,iso_a3
Iceland,2015,2962.0,33.0,1779.0,4789.0,7751.0,2.3552111820115464,1.4551807961106047,0.010027347310847767,0.4257515159334279,61.78557605470262,ISL
Iceland,2016,5125.0,33.0,2282.0,7753.0,12878.0,3.8727449335245945,2.3315259721708483,0.00992394648286315,0.2562509706476161,60.20344774033235,ISL
Iceland,2017,8197.0,31.0,2461.0,11162.0,19359.0,5.721606979775321,3.2989605407434333,0.009162137319749726,0.16013223823544603,57.657936876904806,ISL
Iceland,2018,8011.0,37.0,2133.0,11418.0,19429.0,5.57583584445401,3.2767972449418856,0.010618453149662792,0.1904369756549488,58.767821298059594,ISL
Iceland,2019,6259.0,33.0,1842.0,9826.0,16085.0,4.505715830371074,2.75245034188537,0.009243930519256788,0.20516008703761268,61.08797015853279,ISL
Iceland,2020,4602.0,30.0,2075.0,8337.0,12939.0,3.553362223796734,2.289541762098568,0.008238725304420899,0.2318571759795966,64.43310920472989,ISL
Iceland,2021,5262.0,38.0,1989.0,8766.0,14028.0,3.8037701468578495,2.3769496084513766,0.010303911147747239,0.2708867978329056,62.48930710008555,ISL
Iceland,2022,8335.0,2185.0,1611.0,18221.0,26556.0,7.05811060789692,4.84281644022028,0.5807339839680211,8.227895767434855,68.613496008435,ISL
Iceland,2023,6086.0,1154.0,1752.0,12891.0,18977.0,4.894031844604109,3.324496206396773,0.29760830208532124,6.08104547610265,67.92959898824893,ISL
Ireland,1998,0.0,0.0,26100.0,22075.0,22075.0,,,,0.0,100.0,IRL
Ireland,1999,0.0,0.0,25275.0,26400.0,26400.0,,,,0.0,100.0,IRL
Ireland,2000,0.0,0.0,25925.0,31475.0,31475.0,,,,0.0,100.0,IRL
Ireland,2001,0.0,0.0,26825.0,38100.0,38100.0,,,,0.0,100.0,IRL
Ireland,2002,0.0,0.0,19950.0,41775.0,41775.0,,,,0.0,100.0,IRL
Ireland,2003,0.0,0.0,16850.0,42025.0,42025.0,1.0601154182530559,1.0601154182530559,0.0,0.0,100.0,IRL
Ireland,2004,0.0,0.0,18025.0,60050.0,60050.0,1.4904994004494085,1.4904994004494085,0.0,0.0,100.0,IRL
Ireland,2005,0.0,0.0,14175.0,87825.0,87825.0,2.1359923651497494,2.1359923651497494,0.0,0.0,100.0,IRL
Ireland,2006,85946.0,214.0,29622.0,136170.0,222116.0,5.2782263775392355,3.2358591268954857,0.00508536280499107,0.09634605341353167,61.30580417439536,IRL
Ireland,2007,71871.0,217.0,24946.0,125254.0,197125.0,4.541927201057667,2.885958400209395,0.004999864058995631,0.11008243500317057,63.54039315155359,IRL
Ireland,2008,40252.0,143.0,22050.0,82244.0,122496.0,2.747924127898173,1.8449604229922394,0.003207885565973083,0.11673850574712645,67.14015151515152,IRL
Ireland,2009,20754.0,56.0,18262.0,44465.0,65219.0,1.4424763376729195,0.9834513003055301,0.001238575797078819,0.08586454867446604,68.17798494303807,IRL
Ireland,2010,17499.0,88.0,19697.0,48521.0,66020.0,1.4511714439705388,1.066529682412822,0.0019343091043533384,0.13329294153286883,73.49439563768556,IRL
Ireland,2011,0.0,0.0,20052.0,36500.0,36500.0,0.7985331492987894,0.7985331492987894,0.0,0.0,100.0,IRL
Ireland,2012,0.0,0.0,21273.0,39258.0,39258.0,0.8554269977013859,0.8554269977013859,0.0,0.0,100.0,IRL
Ireland,2013,0.0,0.0,22567.0,42192.0,42192.0,0.9152716431742173,0.9152716431742173,0.0,0.0,100.0,IRL
Ireland,2014,0.0,0.0,25621.0,47080.0,47080.0,1.0151251053289325,1.0151251053289325,0.0,0.0,100.0,IRL
Ireland,2015,0.0,0.0,27931.0,51914.0,51914.0,1.1098362481660038,1.1098362481660038,0.0,0.0,100.0,IRL
Ireland,2016,0.0,0.0,29121.0,64199.0,64199.0,1.358339296436991,1.358339296436991,0.0,0.0,100.0,IRL
Ireland,2017,0.0,0.0,28709.0,55986.0,55986.0,1.1665798805915288,1.1665798805915288,0.0,0.0,100.0,IRL
Ireland,2018,0.0,0.0,34777.0,70862.0,70862.0,1.4593471263761826,1.4593471263761826,0.0,0.0,100.0,IRL
Ireland,2019,0.0,0.0,29267.0,66990.0,66990.0,1.3559875076690515,1.3559875076690515,0.0,0.0,100.0,IRL
Ireland,2020,0.0,0.0,35990.0,45896.0,45896.0,0.9156126561066115,0.9156126561066115,0.0,0.0,100.0,IRL
Ireland,2021,0.0,0.0,28809.0,54912.0,54912.0,1.0837410618301986,1.0837410618301986,0.0,0.0,100.0,IRL
Ireland,2022,0.0,0.0,27527.0,129713.0,129713.0,2.5166090219831028,2.5166090219831028,0.0,0.0,100.0,IRL
Ireland,2023,0.0,0.0,28785.0,106575.0,106575.0,2.0217608431923617,2.0217608431923617,0.0,0.0,100.0,IRL
Italy,2008,211470.0,24039.0,38163.0,788161.0,999631.0,1.6942390320534289,1.3358260495545482,0.040742846201780834,2.404787366538253,78.84519387654045,ITA
Italy,2009,134874.0,22594.0,36215.0,684873.0,819747.0,1.3795672045811997,1.1525852855858454,0.038023855433819975,2.75621624720798,83.54687482845317,ITA
Italy,2010,117773.0,30416.0,34357.0,736873.0,854646.0,1.4318000930000103,1.23449338080234,0.05095633938342695,3.5589004102283286,86.21967457871446,ITA
Italy,2011,112776.0,17889.0,31466.0,600816.0,713592.0,1.1903417695359402,1.0022202891925716,0.02984061468630314,2.5068946961288803,84.19601116604446,ITA
Italy,2012,102967.0,11510.0,29467.0,544692.0,647659.0,1.0775426446154355,0.9062313010100542,0.019149762204375545,1.7771697760704321,84.10166461054351,ITA
Italy,2013,76248.0,12814.0,28433.0,486257.0,562505.0,0.9331952758541361,0.8066999142247707,0.021258414173731612,2.278024195340486,86.44492048959565,ITA
Italy,2014,66742.0,9665.0,29271.0,433903.0,500645.0,0.8296253083700758,0.7190262764587702,0.016015996575211543,1.9305096425610961,86.6687972515455,ITA
Italy,2015,62010.0,9337.0,30052.0,441406.0,503416.0,0.8349147532526351,0.7320712523523938,0.015485401836890076,1.854728494922688,87.68215551353155,ITA
Italy,2016,60981.0,8740.0,37894.0,468474.0,529455.0,0.8800238256575659,0.7786653855400412,0.014527029183305711,1.650754077305909,88.48230727823895,ITA
Italy,2017,59132.0,7864.0,42369.0,547082.0,606214.0,1.0092341627896733,0.9107903219775525,0.013092105190869873,1.297231670664155,90.24568881616062,ITA
Italy,2018,55308.0,7689.0,46824.0,520167.0,575475.0,0.9601208213138531,0.8678451144886624,0.012828305304456696,1.3361136452495763,90.38915678352664,ITA
Italy,2019,55211.0,6593.0,68207.0,478641.0,533852.0,0.8924802621503205,0.8001799097051084,0.011022010535423794,1.234986475652428,89.65799509976547,ITA
Italy,2020,42609.0,5154.0,55760.0,343783.0,386392.0,0.6478577462721923,0.5764158667536933,0.008641635500442241,1.3338785482101079,88.97259777635148,ITA
Italy,2021,44442.0,8692.0,74759.0,446239.0,490681.0,0.8283463360495378,0.7533212833845404,0.014673456589805968,1.7714156447875502,90.94279175268657,ITA
Italy,2022,49437.0,29938.0,74490.0,627734.0,677171.0,1.1471615691599406,1.063412816637225,0.05071647051854008,4.421039885051191,92.69948063339983,ITA
Italy,2023,45577.0,33897.0,61286.0,716447.0,762024.0,1.2916273773733773,1.2143745599049691,0.05745526808975226,4.448285093382886,94.01895478357638,ITA
Kyrgyzstan,2006,2.0,7.0,2903.0,496.0,498.0,,,,1.4056224899598393,99.59839357429718,KGZ
Kyrgyzstan,2007,3.0,5.0,3482.0,464.0,467.0,,,,1.070663811563169,99.3576017130621,KGZ
Latvia,1998,115.0,123.0,1248.0,2932.0,3047.0,,,,4.0367574663603545,96.22579586478504,LVA
Latvia,2011,0.0,0.0,7373.0,2861.0,2861.0,0.13790577001405085,0.13790577001405085,0.0,0.0,100.0,LVA
Latvia,2012,0.0,0.0,9637.0,3666.0,3666.0,0.17928289775153033,0.17928289775153033,0.0,0.0,100.0,LVA
Latvia,2013,0.0,0.0,4774.0,3535.0,3535.0,0.17466925252924537,0.17466925252924537,0.0,0.0,100.0,LVA
Latvia,2014,851.0,547.0,5864.0,8046.0,8897.0,0.444523719589821,0.4020049283825672,0.02732993982416906,6.148139822412049,90.43497808249971,LVA
Latvia,2015,0.0,0.0,4974.0,4482.0,4482.0,0.2256688498441163,0.2256688498441163,0.0,0.0,100.0,LVA
Latvia,2016,0.0,0.0,4897.0,3428.0,3428.0,0.17410232930429664,0.17410232930429664,0.0,0.0,100.0,LVA
Latvia,2017,692.0,873.0,4780.0,9581.0,10273.0,0.5267891756182709,0.49130410703773525,0.044766567732381045,8.498004477757227,93.2638956487881,LVA
Latvia,2018,615.0,1421.0,4346.0,12469.0,13084.0,0.6763927854882626,0.6445996363690879,0.07346026812739385,10.86059309079792,95.29960256802201,LVA
Latvia,2019,662.0,1556.0,4578.0,12570.0,13232.0,0.6891781529692161,0.6546984116401939,0.08104301738362306,11.759371221281741,94.99697702539298,LVA
Latvia,2020,501.0,1129.0,4250.0,8610.0,9111.0,0.47759707497346243,0.4513347399321163,0.05918198854626706,12.391614531884535,94.5011524530787,LVA
Latvia,2021,695.0,1507.0,6210.0,12102.0,12797.0,0.675937277330774,0.6392273915962355,0.07959970906755305,11.776197546299914,94.56903961866063,LVA
Latvia,2022,602.0,24293.0,8030.0,60495.0,61097.0,3.257191629832649,3.225097920466244,1.2951037900964784,39.76136307838355,99.01468157192662,LVA
Latvia,2023,722.0,4782.0,7190.0,22227.0,22949.0,1.218741502956971,1.1803985962884915,0.2539553735300115,20.83750925966273,96.85389341583512,LVA
Liechtenstein,2008,244.0,1.0,161.0,597.0,841.0,2.3786627446543727,1.6885394275370516,0.0028283742504808234,0.11890606420927466,70.98692033293698,LIE
Liechtenstein,2009,204.0,2.0,168.0,628.0,832.0,2.337801005928798,1.7645901823597179,0.005619713956559611,0.2403846153846154,75.48076923076923,LIE
Liechtenstein,2010,234.0,7.0,160.0,634.0,868.0,2.4182314592968184,1.766311918426478,0.019501866607232406,0.8064516129032258,73.04147465437788,LIE
Liechtenstein,2011,285.0,10.0,162.0,698.0,983.0,2.7193006722177655,1.930897120252289,0.027663282525104426,1.017293997965412,71.00712105798576,LIE
Liechtenstein,2012,249.0,6.0,171.0,758.0,1007.0,2.7607950651130913,2.078135709389993,0.016449623029472244,0.5958291956305859,75.2730883813307,LIE
Liechtenstein,2013,319.0,6.0,165.0,747.0,1066.0,2.893751017970574,2.0277973831369778,0.016287529181823118,0.5628517823639775,70.0750469043152,LIE
Liechtenstein,2014,244.0,8.0,164.0,664.0,908.0,2.4455277545853646,1.7883595033531743,0.021546500040399687,0.881057268722467,73.12775330396477,LIE
Liechtenstein,2015,271.0,9.0,163.0,724.0,995.0,2.6628485789220147,1.9375903227533051,0.024086067548038322,0.9045226130653266,72.76381909547739,LIE
Liechtenstein,2016,227.0,6.0,177.0,638.0,865.0,2.299186646111318,1.6958162777098507,0.015948115464355962,0.6936416184971098,73.757225433526,LIE
Liechtenstein,2017,244.0,20.0,167.0,718.0,962.0,2.5443004496165034,1.89896852684475,0.052896059243586355,2.079002079002079,74.63617463617463,LIE
Liechtenstein,2018,231.0,12.0,171.0,729.0,960.0,2.518759510940862,1.9126830036207167,0.031484493886760764,1.25,75.9375,LIE
Liechtenstein,2019,275.0,4.0,171.0,842.0,1117.0,2.9105216530303823,2.193965292615561,0.010422637969670124,0.35810205908683973,75.38048343777976,LIE
Liechtenstein,2020,279.0,15.0,176.0,799.0,1078.0,2.7821508761968667,2.0620951299455443,0.03871267452964101,1.391465677179963,74.11873840445269,LIE
Liechtenstein,2021,244.0,8.0,167.0,767.0,1011.0,2.5886570221482526,1.9638970682371015,0.020483932915119702,0.791295746785361,75.86547972304649,LIE
Liechtenstein,2022,0.0,0.0,199.0,569.0,569.0,1.4475424849903327,1.4475424849903327,0.0,0.0,100.0,LIE
Liechtenstein,2023,0.0,0.0,163.0,552.0,552.0,1.391234216296595,1.391234216296595,0.0,0.0,100.0,LIE
Lithuania,1998,43.0,200.0,1178.0,5137.0,5180.0,,,,3.861003861003861,99.16988416988417,LTU
Lithuania,1999,81.0,212.0,1035.0,5286.0,5367.0,,,,3.9500652133407863,98.49077697037451,LTU
Lithuania,2000,50.0,82.0,841.0,2564.0,2614.0,,,,3.1369548584544757,98.08722264728385,LTU
Lithuania,2001,599.0,516.0,714.0,10438.0,11037.0,,,,4.675183473770046,94.57280057986772,LTU
Lithuania,2002,629.0,614.0,809.0,7960.0,8589.0,,,,7.148678542321574,92.6766794737455,LTU
Lithuania,2003,537.0,397.0,1313.0,6284.0,6821.0,0.19877621924192268,0.18312707252840377,0.011569294683923663,5.820260958803694,92.12725406831844,LTU
Lithuania,2004,563.0,246.0,3397.0,3754.0,4317.0,0.12701059657321467,0.11044655537082416,0.007237573953442393,5.698401667824879,86.95853602038453,LTU
Lithuania,2005,443.0,251.0,4705.0,3729.0,4172.0,0.12434356018383295,0.11114025309815749,0.007480880538384964,6.0162991371045065,89.38159156279961,LTU
Lithuania,2006,376.0,294.0,5508.0,4100.0,4476.0,0.13605545566874933,0.1246263110459947,0.008936618401834741,6.568364611260054,91.59964253798034,LTU
Lithuania,2007,303.0,422.0,6141.0,4638.0,4941.0,0.15203156447279878,0.14270843878260286,0.012984683304497285,8.540781218376846,93.86763812993321,LTU
Lithuania,2008,368.0,508.0,6337.0,5554.0,5922.0,0.1843363874488149,0.1728815089312256,0.015812712736237414,8.578183046268153,93.78588314758528,LTU
Lithuania,2009,246.0,209.0,4821.0,3103.0,3349.0,0.10518691800131665,0.09746043790925218,0.006564367232688916,6.240668856375038,92.65452373842939,LTU
Lithuania,2010,144.0,145.0,4153.0,1975.0,2119.0,0.06744163545488571,0.06285853233761174,0.00461493022225504,6.842850401132609,93.20434167059935,LTU
Lithuania,2011,479.0,181.0,14012.0,2873.0,3352.0,0.10980846416221253,0.09411686084070305,0.005929394992052645,5.399761336515513,85.71002386634845,LTU
Lithuania,2012,626.0,503.0,26092.0,4783.0,5409.0,0.18008144115758173,0.1592400689696272,0.016746342189362842,9.299315954889998,88.42669624699575,LTU
Lithuania,2013,599.0,746.0,27289.0,6670.0,7269.0,0.2443659512068195,0.22422904038375105,0.02507869027380484,10.262759664327968,91.75952675746319,LTU
Lithuania,2014,737.0,1771.0,27125.0,12101.0,12838.0,0.435502068957095,0.4105008986173708,0.060077439174561084,13.794983642311887,94.25923040972114,LTU
Lithuania,2015,895.0,2181.0,24079.0,13113.0,14008.0,0.4786369643865123,0.4480558619360605,0.07452221725635233,15.56967447173044,93.61079383209594,LTU
Lithuania,2016,779.0,2591.0,23410.0,15187.0,15966.0,0.5513934547669839,0.5244903167697723,0.08948142561075131,16.22823499937367,95.12088187398221,LTU
Lithuania,2017,699.0,4628.0,22093.0,21720.0,22419.0,0.7841341803666009,0.7596857307445725,0.16187042181795033,20.643204424818233,96.882108925465,LTU
Lithuania,2018,707.0,6142.0,23854.0,26422.0,27129.0,0.9599108343358573,0.934894911895832,0.21732361474771777,22.63997935788271,97.39393269195325,LTU
Lithuania,2019,779.0,8976.0,26725.0,38812.0,39591.0,1.4078301685513122,1.380129436028732,0.319180712609345,22.671819352883233,98.03238109671389,LTU
Lithuania,2020,918.0,9419.0,24529.0,42050.0,42968.0,1.529122836236738,1.4964535296908124,0.3351984731547625,21.92096443865202,97.86352634518711,LTU
Lithuania,2021,941.0,6306.0,23712.0,41395.0,42336.0,1.5062113071869148,1.472732829294273,0.22435205270031852,14.895124716553287,97.77730536659108,LTU
Lithuania,2022,430.0,43905.0,20689.0,132804.0,133234.0,4.748185850453208,4.732861534470089,1.5646839377647455,32.95330020865545,99.67725955837099,LTU
Lithuania,2023,797.0,10145.0,17549.0,97400.0,98197.0,3.436731239756426,3.408837568889842,0.35505808148241735,10.331272849476052,99.18836624336792,LTU
Luxembourg,1998,7829.0,36.0,1025.0,13278.0,21107.0,,,,0.17055953001373952,62.90803998673425,LUX
Luxembourg,1999,8122.0,68.0,1018.0,15632.0,23754.0,,,,0.28626757598720215,65.80786393870505,LUX
Luxembourg,2000,8361.0,122.0,973.0,13447.0,21808.0,,,,0.5594277329420396,61.66085840058694,LUX
Luxembourg,2001,8437.0,125.0,1080.0,14001.0,22438.0,,,,0.5570906497905339,62.39860950173812,LUX
Luxembourg,2002,8148.0,155.0,1113.0,13647.0,21795.0,,,,0.7111722872218399,62.61527873365451,LUX
Luxembourg,2003,9404.0,178.0,604.0,15592.0,24996.0,5.575730537586438,3.478028106178898,0.03970555431630604,0.7121139382301168,62.3779804768763,LUX
Luxembourg,2004,9487.0,61.0,627.0,14903.0,24390.0,5.360910849305434,3.2756725866010203,0.01340777211183401,0.25010250102501025,61.102911029110295,LUX
Luxembourg,2005,10956.0,57.0,638.0,16442.0,27398.0,5.940203369251783,3.5648158185720793,0.012358259436723543,0.20804438280166435,60.01167968464851,LUX
Luxembourg,2006,11126.0,38.0,621.0,16004.0,27130.0,5.783587657700294,3.411741130624235,0.008100859970239998,0.14006634721710284,58.99004791743457,LUX
Luxembourg,2007,12464.0,44.0,909.0,19012.0,31476.0,6.610008253060247,3.9925491456087627,0.009240067452492402,0.13978904562206124,60.40157580378701,LUX
Luxembourg,2008,13423.0,45.0,957.0,20078.0,33501.0,6.924569914365264,4.150070587165331,0.009301383425761525,0.13432434852690964,59.932539327184266,LUX
Luxembourg,2009,11494.0,46.0,1116.0,17781.0,29275.0,5.932117527862209,3.6030395136778117,0.009321175278622088,0.15713065755764305,60.73783091374894,LUX
Luxembourg,2010,12213.0,42.0,1148.0,19363.0,31576.0,6.289212971999697,3.856664263264192,0.00836543402660208,0.13301241449201925,61.32189004307068,LUX
Luxembourg,2011,14564.0,62.0,1160.0,23608.0,38172.0,7.457799312285089,4.612378868396374,0.012113160362613317,0.1624227182227811,61.846379545216394,LUX
Luxembourg,2012,15201.0,49.0,1039.0,23628.0,38829.0,7.3980714600088024,4.501831941515053,0.009335947398604943,0.12619433928249504,60.85142548095496,LUX
Luxembourg,2013,15033.0,57.0,1301.0,24504.0,39537.0,7.362035159457693,4.562797115293303,0.010613754308346322,0.14416875331967524,61.977388269216185,LUX
Luxembourg,2014,16044.0,120.0,1308.0,26022.0,42066.0,7.652816183961578,4.734027070295445,0.021830883423082523,0.2852660105548424,61.85993438881757,LUX
Luxembourg,2015,15967.0,143.0,1195.0,29226.0,45193.0,8.027774718540282,5.191506293542324,0.025401539724100197,0.31642068461929945,64.66930719359193,LUX
Luxembourg,2016,15505.0,142.0,1331.0,27657.0,43162.0,7.49016484193465,4.799487721453747,0.024642125192408146,0.32899309577869423,64.07719753486863,LUX
Luxembourg,2017,16108.0,180.0,1199.0,30256.0,46364.0,7.84943123621262,5.122344739083105,0.030474023434524024,0.38823224915883014,65.25752739194203,LUX
Luxembourg,2018,15851.0,153.0,1291.0,30811.0,46662.0,7.751098412803881,5.118063803456782,0.02541507130339449,0.3278899318503279,66.03017444601603,LUX
Luxembourg,2019,16413.0,161.0,1518.0,33801.0,50214.0,8.179588007050077,5.50599940706376,0.026226025991457808,0.32062771338670487,67.31389652288206,LUX
Luxembourg,2020,14273.0,128.0,1520.0,27631.0,41904.0,6.692775048394206,4.413136391804609,0.02044375730704607,0.30546009927453227,65.93881252386407,LUX
Luxembourg,2021,15708.0,159.0,1577.0,31767.0,47475.0,7.479558237360767,5.004805192759125,0.02505002126888598,0.334913112164297,66.91311216429699,LUX
Luxembourg,2022,14919.0,4268.0,1582.0,44753.0,59672.0,9.245782053526744,6.934181596753626,0.6612983946315214,7.152433302051213,74.99832417214104,LUX
Luxembourg,2023,14397.0,807.0,1820.0,35860.0,50257.0,7.605374624134961,5.42668153732773,0.12212303403857999,1.6057464631792588,71.35324432417374,LUX
Malta,2008,0.0,0.0,1332.0,4711.0,4711.0,1.1551325055414974,1.1551325055414974,0.0,0.0,100.0,MLT
Malta,2009,0.0,0.0,1265.0,4896.0,4896.0,1.1914553958620286,1.1914553958620286,0.0,0.0,100.0,MLT
Malta,2010,0.0,0.0,888.0,3387.0,3387.0,0.8180625901209342,0.8180625901209342,0.0,0.0,100.0,MLT
Malta,2011,0.0,0.0,1645.0,3820.0,3820.0,0.9205063266737191,0.9205063266737191,0.0,0.0,100.0,MLT
Malta,2012,0.0,0.0,2004.0,7148.0,7148.0,1.7119071910639785,1.7119071910639785,0.0,0.0,100.0,MLT
Malta,2013,0.0,0.0,2060.0,10386.0,10386.0,2.4642674107397076,2.4642674107397076,0.0,0.0,100.0,MLT
Malta,2014,0.0,0.0,2076.0,13852.0,13852.0,3.235269387793234,3.235269387793234,0.0,0.0,100.0,MLT
Malta,2015,0.0,0.0,1893.0,16309.0,16309.0,3.716685087909208,3.716685087909208,0.0,0.0,100.0,MLT
Malta,2016,0.0,0.0,1654.0,16462.0,16462.0,3.661191855616222,3.661191855616222,0.0,0.0,100.0,MLT
Malta,2017,0.0,0.0,1781.0,20969.0,20969.0,4.564680272108843,4.564680272108843,0.0,0.0,100.0,MLT
Malta,2018,0.0,0.0,1904.0,25490.0,25490.0,5.368157915242494,5.368157915242494,0.0,0.0,100.0,MLT
Malta,2019,0.0,0.0,1981.0,27323.0,27323.0,5.542550429236786,5.542550429236786,0.0,0.0,100.0,MLT
Malta,2020,0.0,0.0,1644.0,13107.0,13107.0,2.5457653125637316,2.5457653125637316,0.0,0.0,100.0,MLT
Malta,2021,0.0,0.0,1411.0,15552.0,15552.0,3.0132235408089123,3.0132235408089123,0.0,0.0,100.0,MLT
Malta,2022,0.0,0.0,1819.0,33145.0,33145.0,6.371906323653239,6.371906323653239,0.0,0.0,100.0,MLT
Malta,2023,0.0,0.0,2256.0,39983.0,39983.0,7.376243194828532,7.376243194828532,0.0,0.0,100.0,MLT
Moldova,2014,6050.0,22625.0,57076.0,77247.0,83297.0,2.3413594540641336,2.171302612916337,0.6359563687551895,27.161842563357624,92.73683325930105,MDA
