geo,year,population_15_64
North Macedonia,2008,1434295.0
North Macedonia,2009,1442098.0
North Macedonia,2010,1450200.0
North Macedonia,2011,1456785.0
North Macedonia,2012,1462734.0
North Macedonia,2013,1463266.0
North Macedonia,2014,1461625.0
North Macedonia,2015,1459086.0
North Macedonia,2016,1457092.0
North Macedonia,2017,1455198.0
North Macedonia,2018,1449869.0
North Macedonia,2019,1445077.0
North Macedonia,2020,1438810.0
North Macedonia,2021,1430046.0
North Macedonia,2022,1210898.0
North Macedonia,2023,1198647.0
North Macedonia,2024,1191057.0
Malta,1977,202430.0
Malta,1978,206566.0
Malta,1979,208846.0
Malta,1980,212160.0
Malta,1981,214540.0
Malta,1982,216315.0
Malta,1984,219811.0
Malta,1985,221507.0
Malta,1986,225227.0
Malta,1987,226679.0
Malta,1988,228326.0
Malta,1989,230665.0
Malta,1990,232695.0
Malta,1991,235454.0
Malta,1992,238489.0
Malta,1993,241271.0
Malta,1994,244558.0
Malta,1995,247792.0
Malta,1996,250395.0
Malta,1997,249378.0
Malta,1998,252055.0
Malta,1999,254451.0
Malta,2000,256692.0
Malta,2001,265864.0
Malta,2002,268968.0
Malta,2003,271954.0
Malta,2004,274860.0
Malta,2005,278039.0
Malta,2006,279934.0
Malta,2007,282076.0
Malta,2008,285543.0
Malta,2009,288201.0
Malta,2010,288971.0
Malta,2011,287586.0
Malta,2012,287233.0
Malta,2013,287922.0
Malta,2014,290447.0
Malta,2015,296565.0
Malta,2016,303233.0
Malta,2017,308971.0
Malta,2018,320973.0
Malta,2019,335805.0
Malta,2020,353665.0
Malta,2021,352914.0
Malta,2022,354465.0
Malta,2023,372319.0
Malta,2024,390555.0
Netherlands,1960,6974587.0
Netherlands,1961,7043748.0
Netherlands,1962,7198269.0
Netherlands,1963,7345931.0
Netherlands,1964,7466060.0
Netherlands,1965,7585972.0
Netherlands,1966,7702387.0
Netherlands,1967,7813337.0
Netherlands,1968,7895573.0
Netherlands,1969,7991704.0
Netherlands,1970,8097695.0
Netherlands,1971,8213614.0
Netherlands,1972,8330072.0
Netherlands,1973,8432028.0
Netherlands,1974,8537437.0
Netherlands,1975,8655985.0
Netherlands,1976,8800690.0
Netherlands,1977,8920133.0
Netherlands,1978,9034048.0
Netherlands,1979,9156386.0
Netherlands,1980,9291570.0
Netherlands,1981,9432356.0
Netherlands,1982,9544031.0
Netherlands,1983,9648319.0
Netherlands,1984,9756104.0
Netherlands,1985,9873880.0
Netherlands,1986,9972009.0
Netherlands,1987,10065596.0
Netherlands,1988,10156173.0
Netherlands,1989,10218645.0
Netherlands,1990,10272081.0
Netherlands,1991,10338470.0
Netherlands,1992,10404540.0
Netherlands,1993,10462594.0
Netherlands,1994,10517827.0
Netherlands,1995,10552179.0
Netherlands,1996,10585196.0
Netherlands,1997,10621915.0
Netherlands,1998,10661543.0
Netherlands,1999,10713380.0
Netherlands,2000,10765965.0
Netherlands,2001,10835036.0
Netherlands,2002,10908323.0
Netherlands,2003,10962028.0
Netherlands,2004,10991174.0
Netherlands,2005,11008282.0
Netherlands,2006,11019167.0
Netherlands,2007,11031025.0
Netherlands,2008,11054849.0
Netherlands,2009,11090914.0
Netherlands,2010,11123750.0
Netherlands,2011,11153778.0
Netherlands,2012,11117321.0
Netherlands,2013,11077308.0
Netherlands,2014,11060191.0
Netherlands,2015,11065975.0
Netherlands,2016,11094040.0
Netherlands,2017,11140079.0
Netherlands,2018,11179344.0
Netherlands,2019,11228340.0
Netherlands,2020,11288931.0
Netherlands,2021,11306149.0
Netherlands,2022,11352758.0
Netherlands,2023,11482747.0
Netherlands,2024,11551674.0
Norway,1960,2248731.0
Norway,1961,2266774.0
Norway,1962,2293127.0
Norway,1963,2315219.0
Norway,1964,2333911.0
Norway,1965,2349029.0
Norway,1966,2362672.0
Norway,1967,2374265.0
Norway,1968,2390315.0
Norway,1969,2405779.0
Norway,1970,2421186.0
Norway,1971,2434771.0
Norway,1972,2452219.0
Norway,1973,2469524.0
Norway,1974,2484563.0
Norway,1975,2498944.0
Norway,1976,2511727.0
Norway,1977,2525543.0
Norway,1978,2538665.0
Norway,1979,2552839.0
Norway,1980,2568365.0
Norway,1981,2585621.0
Norway,1982,2605433.0
Norway,1983,2623239.0
Norway,1984,2641525.0
Norway,1985,2662615.0
Norway,1986,2675066.0
Norway,1987,2693332.0
Norway,1988,2716462.0
Norway,1989,2734003.0
Norway,1990,2741315.0
Norway,1991,2751158.0
Norway,1992,2763857.0
Norway,1993,2777841.0
Norway,1994,2794149.0
Norway,1995,2808601.0
Norway,1996,2821699.0
Norway,1997,2835512.0
Norway,1998,2852913.0
Norway,1999,2874968.0
Norway,2000,2900748.0
Norway,2001,2922179.0
Norway,2002,2941945.0
Norway,2003,2968348.0
Norway,2004,2992562.0
Norway,2005,3019325.0
Norway,2006,3050939.0
Norway,2007,3089606.0
Norway,2008,3136486.0
Norway,2009,3182224.0
Norway,2010,3217801.0
Norway,2011,3256353.0
Norway,2012,3294281.0
Norway,2013,3333277.0
Norway,2014,3365653.0
Norway,2015,3399107.0
Norway,2016,3424930.0
Norway,2017,3445785.0
Norway,2018,3460260.0
Norway,2019,3474413.0
Norway,2020,3495637.0
Norway,2021,3504036.0
Norway,2022,3519809.0
Norway,2023,3561456.0
Norway,2024,3602907.0
Poland,1960,17976000.0
Poland,1965,19410100.0
Poland,1970,21122700.0
Poland,1975,22490898.0
Poland,1980,23253504.0
Poland,1985,24146803.0
Poland,1990,24639820.0
Poland,1991,24776208.0
Poland,1992,24941408.0
Poland,1993,25109327.0
Poland,1994,25267612.0
Poland,1995,25438646.0
Poland,1996,25596506.0
Poland,1997,25767416.0
Poland,1998,25971776.0
Poland,1999,26211400.0
Poland,2000,26037307.0
Poland,2001,26233729.0
Poland,2002,26392105.0
Poland,2003,26526592.0
Poland,2004,26659118.0
Poland,2005,26778325.0
Poland,2006,26892057.0
Poland,2007,26986609.0
Poland,2008,27083387.0
Poland,2009,27160149.0
Poland,2010,27043852.0
Poland,2011,27076627.0
Poland,2012,26985541.0
Poland,2013,26843044.0
Poland,2014,26639091.0
Poland,2015,26431118.0
Poland,2016,26198877.0
Poland,2017,25956990.0
Poland,2018,25692538.0
Poland,2019,25432977.0
Poland,2020,25179321.0
Poland,2021,24292739.0
Poland,2022,24014336.0
Poland,2023,23774511.0
Poland,2024,23583311.0
Portugal,1960,5543730.0
Portugal,1961,5588868.0
Portugal,1962,5642000.0
Portugal,1963,5668810.0
Portugal,1964,5692950.0
Portugal,1965,5682740.0
Portugal,1966,5609940.0
Portugal,1967,5541860.0
Portugal,1968,5503450.0
Portugal,1969,5462940.0
Portugal,1970,5378350.0
Portugal,1971,5358797.0
Portugal,1972,5327270.0
Portugal,1973,5340110.0
Portugal,1974,5358430.0
Portugal,1975,5541510.0
Portugal,1976,5783050.0
Portugal,1977,5847660.0
Portugal,1978,5921400.0
Portugal,1979,6004600.0
Portugal,1980,6094040.0
Portugal,1981,6190166.0
Portugal,1982,6259828.0
Portugal,1983,6324472.0
Portugal,1984,6387144.0
Portugal,1985,6447107.0
Portugal,1986,6483425.0
Portugal,1987,6516218.0
Portugal,1988,6544703.0
Portugal,1989,6569746.0
Portugal,1990,6593050.0
Portugal,1991,6620653.0
Portugal,1992,6635389.0
Portugal,1993,6663818.0
Portugal,1994,6692136.0
Portugal,1995,6730554.0
Portugal,1996,6766666.0
Portugal,1997,6801726.0
Portugal,1998,6837989.0
Portugal,1999,6873721.0
Portugal,2000,6914880.0
Portugal,2001,6963754.0
Portugal,2002,6992760.0
Portugal,2003,7012599.0
Portugal,2004,7018275.0
Portugal,2005,7015481.0
Portugal,2006,7018372.0
Portugal,2007,7027921.0
Portugal,2008,7039144.0
Portugal,2009,7033726.0
Portugal,2010,7025090.0
Portugal,2011,7001126.0
Portugal,2012,6952259.0
Portugal,2013,6894640.0
Portugal,2014,6825389.0
Portugal,2015,6771316.0
Portugal,2016,6736280.0
Portugal,2017,6691202.0
Portugal,2018,6657888.0
Portugal,2019,6630739.0
Portugal,2020,6624597.0
Portugal,2021,6607987.0
Portugal,2022,6601650.0
Portugal,2023,6644245.0
Portugal,2024,6711383.0
Romania,1968,12961538.0
Romania,1969,13030331.0
Romania,1970,13177876.0
Romania,1971,13344473.0
Romania,1972,13491416.0
Romania,1973,13618187.0
Romania,1974,13727273.0
Romania,1975,13811395.0
Romania,1976,13901847.0
Romania,1977,13929687.0
Romania,1978,13943083.0
Romania,1979,13983196.0
Romania,1980,13971500.0
Romania,1981,14024070.0
Romania,1982,14082300.0
Romania,1983,14409825.0
Romania,1984,14732076.0
Romania,1985,14902056.0
Romania,1986,15032211.0
Romania,1987,15116863.0
Romania,1988,15182592.0
Romania,1989,15238516.0
Romania,1990,15319481.0
Romania,1991,15349290.0
Romania,1992,15117874.0
Romania,1993,15183464.0
Romania,1994,15240392.0
Romania,1995,15293661.0
Romania,1996,15328399.0
Romania,1997,15349951.0
Romania,1998,15324333.0
Romania,1999,15314212.0
Romania,2000,15334507.0
Romania,2001,15365942.0
Romania,2002,14933247.0
Romania,2003,14769705.0
Romania,2004,14706931.0
Romania,2005,14620291.0
Romania,2006,14535298.0
Romania,2007,14451762.0
Romania,2008,14076280.0
Romania,2009,13918896.0
Romania,2010,13813917.0
Romania,2011,13745179.0
Romania,2012,13669398.0
Romania,2013,13622267.0
Romania,2014,13556053.0
Romania,2015,13414063.0
Romania,2016,13258418.0
Romania,2017,13090544.0
Romania,2018,12925369.0
Romania,2019,12775859.0
Romania,2020,12635697.0
Romania,2021,12469723.0
Romania,2022,12247111.0
Romania,2023,12228835.0
Romania,2024,12217406.0
Serbia,1999,5103428.0
Serbia,2000,5078636.0
Serbia,2001,5058655.0
Serbia,2002,5050473.0
Serbia,2003,5033334.0
Serbia,2004,5015219.0
Serbia,2005,5001697.0
Serbia,2006,4981775.0
Serbia,2007,4972616.0
Serbia,2008,4962424.0
Serbia,2009,4956468.0
Serbia,2010,4953525.0
Serbia,2011,4957345.0
Serbia,2012,4931378.0
Serbia,2013,4886359.0
Serbia,2014,4833501.0
Serbia,2015,4776801.0
Serbia,2016,4712261.0
Serbia,2017,4665329.0
Serbia,2018,4601877.0
Serbia,2019,4545476.0
Serbia,2020,4485904.0
Serbia,2021,4430612.0
Serbia,2022,4375357.0
Serbia,2023,4213083.0
Serbia,2024,4168659.0
Russia,2006,101636922.0
Russia,2007,101385551.0
Russia,2008,101595663.0
Russia,2009,101913078.0
Russia,2010,102223231.0
Russia,2011,102942394.0
Russia,2014,101427382.0
Sweden,1960,4906463.0
Sweden,1961,4946441.0
Sweden,1962,4995099.0
Sweden,1963,5035540.0
Sweden,1964,5072758.0
Sweden,1965,5113811.0
Sweden,1966,5153815.0
Sweden,1967,5182093.0
Sweden,1968,5196433.0
Sweden,1969,5211602.0
Sweden,1970,5247939.0
Sweden,1971,5285962.0
Sweden,1972,5287461.0
Sweden,1973,5273617.0
Sweden,1974,5260099.0
Sweden,1975,5258234.0
Sweden,1976,5260259.0
Sweden,1977,5267286.0
Sweden,1978,5279092.0
Sweden,1979,5292854.0
Sweden,1980,5316341.0
Sweden,1981,5340513.0
Sweden,1982,5359339.0
Sweden,1983,5376091.0
Sweden,1984,5386655.0
Sweden,1985,5396885.0
Sweden,1986,5392027.0
Sweden,1987,5400693.0
Sweden,1988,5420391.0
Sweden,1989,5446351.0
Sweden,1990,5487570.0
Sweden,1991,5516232.0
Sweden,1992,5535247.0
Sweden,1993,5551503.0
Sweden,1994,5573474.0
Sweden,1995,5613601.0
Sweden,1996,5628802.0
Sweden,1997,5639778.0
Sweden,1998,5650799.0
Sweden,1999,5668204.0
Sweden,2000,5689170.0
Sweden,2001,5721107.0
Sweden,2002,5756789.0
Sweden,2003,5795068.0
Sweden,2004,5835426.0
Sweden,2005,5873476.0
Sweden,2006,5921599.0
Sweden,2007,5982233.0
Sweden,2008,6032781.0
Sweden,2009,6068864.0
Sweden,2010,6100463.0
Sweden,2011,6113365.0
Sweden,2012,6113917.0
Sweden,2013,6115751.0
Sweden,2014,6126556.0
Sweden,2015,6152438.0
Sweden,2016,6186647.0
Sweden,2017,6257302.0
Sweden,2018,6319419.0
Sweden,2019,6374745.0
Sweden,2020,6427401.0
Sweden,2021,6453411.0
Sweden,2022,6494457.0
Sweden,2023,6545326.0
Sweden,2024,6573374.0
Slovenia,1982,1260770.0
Slovenia,1983,1279421.0
Slovenia,1984,1295861.0
Slovenia,1985,1307211.0
Slovenia,1986,1316205.0
Slovenia,1987,1353070.0
Slovenia,1988,1360944.0
Slovenia,1989,1363367.0
Slovenia,1990,1366532.0
Slovenia,1991,1372530.0
Slovenia,1992,1376488.0
Slovenia,1993,1376316.0
Slovenia,1994,1376354.0
Slovenia,1995,1380754.0
Slovenia,1996,1380748.0
Slovenia,1997,1383189.0
Slovenia,1998,1384429.0
Slovenia,1999,1381118.0
Slovenia,2000,1391981.0
Slovenia,2001,1395282.0
Slovenia,2002,1398757.0
Slovenia,2003,1401260.0
Slovenia,2004,1404768.0
Slovenia,2005,1404428.0
Slovenia,2006,1407263.0
Slovenia,2007,1409667.0
Slovenia,2008,1402922.0
Slovenia,2009,1414279.0
Slovenia,2010,1421436.0
Slovenia,2011,1420392.0
Slovenia,2012,1416347.0
Slovenia,2013,1408581.0
Slovenia,2014,1399926.0
Slovenia,2015,1389178.0
Slovenia,2016,1377696.0
Slovenia,2017,1366875.0
Slovenia,2018,1354941.0
Slovenia,2019,1354148.0
Slovenia,2020,1356055.0
Slovenia,2021,1355531.0
Slovenia,2022,1344499.0
Slovenia,2023,1345733.0
Slovenia,2024,1348592.0
Slovakia,1960,2448130.0
Slovakia,1961,2563165.0
Slovakia,1962,2586769.0
Slovakia,1963,2618262.0
Slovakia,1964,2650722.0
Slovakia,1965,2681307.0
Slovakia,1966,2717312.0
Slovakia,1967,2758284.0
Slovakia,1968,2797850.0
Slovakia,1969,2836869.0
Slovakia,1970,2875392.0
Slovakia,1971,2883674.0
Slovakia,1972,2922216.0
Slovakia,1973,2959189.0
Slovakia,1974,2990611.0
Slovakia,1975,3014843.0
Slovakia,1976,3042233.0
Slovakia,1977,3070273.0
Slovakia,1978,3093864.0
Slovakia,1979,3118859.0
Slovakia,1980,3143236.0
Slovakia,1981,3174579.0
Slovakia,1982,3213636.0
Slovakia,1983,3250739.0
Slovakia,1984,3285825.0
Slovakia,1985,3302280.0
Slovakia,1986,3319822.0
Slovakia,1987,3331521.0
Slovakia,1988,3348478.0
Slovakia,1989,3369913.0
Slovakia,1990,3398783.0
Slovakia,1991,3428807.0
Slovakia,1992,3442926.0
Slovakia,1993,3475347.0
Slovakia,1994,3511642.0
Slovakia,1995,3551743.0
Slovakia,1996,3585057.0
Slovakia,1997,3617349.0
Slovakia,1998,3648628.0
Slovakia,1999,3681211.0
Slovakia,2000,3714096.0
Slovakia,2001,3729389.0
Slovakia,2002,3759296.0
Slovakia,2003,3783289.0
Slovakia,2004,3805873.0
Slovakia,2005,3825405.0
Slovakia,2006,3842165.0
Slovakia,2007,3857343.0
Slovakia,2008,3871092.0
Slovakia,2009,3883528.0
Slovakia,2010,3884758.0
Slovakia,2011,3882442.0
Slovakia,2012,3881088.0
Slovakia,2013,3870038.0
Slovakia,2014,3852888.0
Slovakia,2015,3834289.0
Slovakia,2016,3810273.0
Slovakia,2017,3780456.0
Slovakia,2018,3748564.0
Slovakia,2019,3718060.0
Slovakia,2020,3688978.0
Slovakia,2021,3659463.0
Slovakia,2022,3616958.0
Slovakia,2023,3586272.0
Slovakia,2024,3561859.0
San Marino,2012,22461.0
San Marino,2013,22511.0
San Marino,2018,22968.0
Türkiye,1960,14976214.0
Türkiye,1961,15246894.0
Türkiye,1962,15547316.0
Türkiye,1963,15878905.0
Türkiye,1964,16243294.0
Türkiye,1965,16642283.0
Türkiye,1966,17005363.0
Türkiye,1967,17398015.0
Türkiye,1968,17821561.0
Türkiye,1969,18277460.0
Türkiye,1970,18767347.0
Türkiye,1971,19272849.0
Türkiye,1972,19814625.0
Türkiye,1973,20394814.0
Türkiye,1974,21015766.0
Türkiye,1975,21680051.0
Türkiye,1976,22177209.0
Türkiye,1977,22725893.0
Türkiye,1978,23329204.0
Türkiye,1979,23990693.0
Türkiye,1980,24714388.0
Türkiye,1981,25455334.0
Türkiye,1982,26241816.0
Türkiye,1983,27076788.0
Türkiye,1984,27963461.0
Türkiye,1985,28905311.0
Türkiye,1986,29758894.0
Türkiye,1987,30661776.0
Türkiye,1988,31617074.0
Türkiye,1989,32628175.0
Türkiye,1990,33698760.0
Türkiye,1991,34470764.0
Türkiye,1992,35492330.0
Türkiye,1993,36520805.0
Türkiye,1994,37535752.0
Türkiye,1995,38531700.0
Türkiye,1996,39507143.0
Türkiye,1997,40458062.0
Türkiye,1998,41386521.0
Türkiye,1999,42304007.0
Türkiye,2000,43177281.0
Türkiye,2001,41433000.0
Türkiye,2002,42280000.0
Türkiye,2003,43120000.0
Türkiye,2004,43955000.0
Türkiye,2005,44783000.0
Türkiye,2006,45595000.0
Türkiye,2007,46397000.0
Türkiye,2008,46943690.0
Türkiye,2009,47835090.0
Türkiye,2010,48618564.0
Türkiye,2011,49516670.0
Türkiye,2012,50346979.0
Türkiye,2013,51088202.0
Türkiye,2014,51926356.0
Türkiye,2015,52640512.0
Türkiye,2016,53359594.0
Türkiye,2017,54237586.0
Türkiye,2018,54881652.0
Türkiye,2019,55633349.0
Türkiye,2020,56391925.0
Türkiye,2021,56592570.0
Türkiye,2022,57459186.0
Türkiye,2023,58092773.0
Türkiye,2024,58337938.0
Ukraine,2006,32417340.0
Ukraine,2007,32256194.0
Ukraine,2008,32184514.0
Ukraine,2009,32169795.0
Ukraine,2010,32130170.0
Ukraine,2011,32136968.0
Ukraine,2012,31993311.0
Ukraine,2013,31846776.0
Ukraine,2014,31606374.0
Ukraine,2015,29634710.0
Ukraine,2016,29327724.0
Ukraine,2017,29011835.0
Ukraine,2018,28719006.0
Ukraine,2019,28468034.0
Ukraine,2020,28199524.0
Ukraine,2021,27927758.0
Ukraine,2022,27646706.0
United Kingdom,1960,33900000.0
United Kingdom,1961,34200000.0
United Kingdom,1962,34500000.0
United Kingdom,1963,34800000.0
United Kingdom,1964,34900000.0
United Kingdom,1965,35000000.0
United Kingdom,1966,35065900.0
United Kingdom,1967,35091700.0
United Kingdom,1968,35065600.0
United Kingdom,1969,35028800.0
United Kingdom,1970,34995500.0
United Kingdom,1971,35013500.0
United Kingdom,1972,35060293.0
United Kingdom,1973,35090113.0
United Kingdom,1974,35120145.0
United Kingdom,1975,35158488.0
United Kingdom,1976,35254735.0
United Kingdom,1977,35401460.0
United Kingdom,1978,35560932.0
United Kingdom,1979,35747531.0
United Kingdom,1980,35966451.0
United Kingdom,1981,36178530.0
United Kingdom,1982,36369030.0
United Kingdom,1983,36598688.0
United Kingdom,1984,36886398.0
United Kingdom,1985,37069145.0
United Kingdom,1986,37151256.0
United Kingdom,1987,37231536.0
United Kingdom,1988,37280157.0
United Kingdom,1989,37309477.0
United Kingdom,1990,37340154.0
United Kingdom,1991,37364780.0
United Kingdom,1992,37354430.0
United Kingdom,1993,37335519.0
United Kingdom,1994,37374862.0
United Kingdom,1995,37476929.0
United Kingdom,1996,37598474.0
United Kingdom,1997,37717565.0
United Kingdom,1998,37844909.0
United Kingdom,1999,38018008.0
United Kingdom,2000,38248399.0
United Kingdom,2001,38504493.0
United Kingdom,2002,38766725.0
United Kingdom,2003,39035363.0
United Kingdom,2004,39316730.0
United Kingdom,2005,39677267.0
United Kingdom,2006,40097968.0
United Kingdom,2007,40497655.0
United Kingdom,2008,40842246.0
United Kingdom,2009,41099837.0
United Kingdom,2010,41325110.0
United Kingdom,2011,41577288.0
United Kingdom,2012,41680587.0
United Kingdom,2013,41658505.0
United Kingdom,2014,41724527.0
United Kingdom,2015,41875267.0
United Kingdom,2016,42062632.0
United Kingdom,2017,42200259.0
United Kingdom,2018,42309960.0
United Kingdom,2019,42434786.0
Kosovo*,2016,1162438.0
Kosovo*,2017,1192182.0
Kosovo*,2018,1202202.0
Kosovo*,2019,1204236.0
Kosovo*,2020,1195522.0
Kosovo*,2021,1209987.0
Kosovo*,2022,1190536.0
